teamName,teamId,season_year,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_T,playoff_W,playoff_opponents,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_T,regular_season_opponents,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_opponents,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_opponents,away_win_pct,away_run_diff_total,away_run_diff_mean
Sterling Heights Parkway Christian,311627,2012,15,5.866666666666666,4.0,88.0,15,8.6,10.0,129.0,11.0,2.0,4.0,"[311022.0, 311194.0, 311074.0, 311214.0, 311106.0, 311106.0, 311615.0, 311184.0, 311470.0, 311022.0, 311314.0, 311314.0, 311606.0, 311234.0, 311234.0, 311470.0, 311184.0]",0.26666666666666666,-41.0,-2.7333333333333334,,,,,,,,,,,,,,7.0,2.857142857142857,1.0,20.0,7.0,7.571428571428571,10.0,53.0,6.0,2.0,1.0,"[311194.0, 311214.0, 311106.0, 311106.0, 311470.0, 311022.0, 311234.0, 311234.0, 311184.0]",0.14285714285714285,-33.0,-4.7142857142857135,8.0,8.5,9.5,68.0,8.0,9.5,12.0,76.0,5.0,0.0,3.0,"[311022.0, 311074.0, 311615.0, 311184.0, 311314.0, 311314.0, 311606.0, 311470.0]",0.375,-8.0,-1.0
Sterling Heights Stevenson,311152,2012,26,5.230769230769231,4.0,136.0,26,3.576923076923077,3.0,93.0,7.0,3.0,18.0,"[311194.0, 311539.0, 311070.0, 311106.0, 311372.0, 311372.0, 311351.0, 311351.0, 311017.0, 311567.0, 311619.0, 311078.0, 311078.0, 311133.0, 311186.0, 311194.0, 311567.0, 311619.0, 311133.0, 311590.0, 311264.0, 311186.0, 311081.0, 311426.0, 311426.0, 311164.0, 311352.0, 311352.0]",0.6923076923076923,43.0,1.6538461538461537,,,,,,,,,,,,,,15.0,5.266666666666667,6.0,79.0,15.0,3.8,3.0,57.0,5.0,1.0,10.0,"[311194.0, 311070.0, 311106.0, 311351.0, 311351.0, 311017.0, 311567.0, 311133.0, 311194.0, 311619.0, 311186.0, 311081.0, 311426.0, 311426.0, 311352.0, 311352.0]",0.6666666666666666,22.0,1.4666666666666668,11.0,5.181818181818182,4.0,57.0,11.0,3.272727272727273,4.0,36.0,2.0,2.0,8.0,"[311539.0, 311372.0, 311372.0, 311619.0, 311078.0, 311078.0, 311186.0, 311567.0, 311133.0, 311590.0, 311264.0, 311164.0]",0.7272727272727273,21.0,1.9090909090909087
Stevensville Lakeshore,311412,2012,9,3.2222222222222223,3.0,29.0,9,3.5555555555555554,3.0,32.0,5.0,4.0,4.0,"[311042.0, 311327.0, 311327.0, 311042.0, 311042.0, 311256.0, 311256.0, 311407.0, 311120.0, 311042.0, 311042.0, 311274.0, 311274.0]",0.4444444444444444,-3.0,-0.33333333333333304,,,,,,,,,,,,,,4.0,4.0,3.5,16.0,4.0,3.5,2.5,14.0,1.0,2.0,3.0,"[311327.0, 311327.0, 311042.0, 311042.0, 311274.0, 311274.0]",0.75,2.0,0.5,5.0,2.6,2.0,13.0,5.0,3.6,3.0,18.0,4.0,2.0,1.0,"[311042.0, 311256.0, 311256.0, 311407.0, 311120.0, 311042.0, 311042.0]",0.2,-5.0,-1.0
Stockbridge,311552,2012,23,5.304347826086956,2.0,122.0,23,8.782608695652174,9.0,202.0,17.0,5.0,6.0,"[311527.0, 311241.0, 311241.0, 311349.0, 311349.0, 311282.0, 311033.0, 311116.0, 311116.0, 311080.0, 311080.0, 311558.0, 311558.0, 311503.0, 311362.0, 311362.0, 311205.0, 311205.0, 311216.0, 311216.0, 311031.0, 311031.0, 311348.0, 311348.0, 311044.0, 311044.0, 311357.0, 311357.0]",0.2608695652173913,-80.0,-3.4782608695652177,,,,,,,,,,,,,,10.0,3.9,2.0,39.0,10.0,8.4,8.5,84.0,7.0,5.0,3.0,"[311527.0, 311241.0, 311241.0, 311349.0, 311349.0, 311033.0, 311503.0, 311205.0, 311205.0, 311216.0, 311216.0, 311031.0, 311031.0, 311357.0, 311357.0]",0.3,-45.0,-4.5,13.0,6.384615384615385,6.0,83.0,13.0,9.076923076923077,9.0,118.0,10.0,0.0,3.0,"[311282.0, 311116.0, 311116.0, 311080.0, 311080.0, 311558.0, 311558.0, 311362.0, 311362.0, 311348.0, 311348.0, 311044.0, 311044.0]",0.23076923076923078,-35.0,-2.6923076923076916
Sturgis,311479,2012,13,9.0,7.0,117.0,13,3.3076923076923075,3.0,43.0,2.0,12.0,10.0,"[311274.0, 311541.0, 311154.0, 311154.0, 311256.0, 311256.0, 311525.0, 311471.0, 311471.0, 311270.0, 311046.0, 311046.0, 311147.0, 311147.0, 311034.0, 311034.0, 311270.0, 311371.0, 311371.0, 311042.0, 311042.0, 311044.0, 311570.0, 311570.0]",0.7692307692307693,74.0,5.6923076923076925,,,,,,,,,,,,,,5.0,5.8,5.0,29.0,5.0,4.0,3.0,20.0,1.0,6.0,4.0,"[311274.0, 311541.0, 311525.0, 311147.0, 311147.0, 311034.0, 311034.0, 311042.0, 311042.0, 311570.0, 311570.0]",0.8,9.0,1.7999999999999998,8.0,11.0,9.5,88.0,8.0,2.875,3.0,23.0,1.0,6.0,6.0,"[311154.0, 311154.0, 311256.0, 311256.0, 311471.0, 311471.0, 311270.0, 311046.0, 311046.0, 311270.0, 311371.0, 311371.0, 311044.0]",0.75,65.0,8.125
Suttons Bay,311230,2012,1,2.0,2.0,2.0,1,1.0,1.0,1.0,0.0,2.0,1.0,"[311516.0, 311565.0, 311413.0]",1.0,1.0,1.0,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[311516.0],,0.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,"[311565.0, 311413.0]",1.0,1.0,1.0
Swartz Creek,311328,2012,24,4.75,4.5,114.0,24,4.75,4.0,114.0,11.0,11.0,13.0,"[311113.0, 311113.0, 311561.0, 311561.0, 311175.0, 311114.0, 311599.0, 311599.0, 311125.0, 311125.0, 311249.0, 311249.0, 311283.0, 311283.0, 311233.0, 311233.0, 311321.0, 311321.0, 311494.0, 311494.0, 311138.0, 311138.0, 311360.0, 311278.0, 311278.0, 311321.0, 311321.0, 311574.0, 311574.0, 311280.0, 311280.0, 311384.0, 311384.0, 311515.0, 311515.0]",0.5416666666666666,0.0,0.0,,,,,,,,,,,,,,14.0,4.714285714285714,4.5,66.0,14.0,4.857142857142857,4.5,68.0,6.0,3.0,8.0,"[311113.0, 311113.0, 311561.0, 311561.0, 311114.0, 311283.0, 311283.0, 311321.0, 311321.0, 311278.0, 311278.0, 311321.0, 311321.0, 311384.0, 311384.0, 311515.0, 311515.0]",0.5714285714285714,-2.0,-0.14285714285714235,10.0,4.8,4.5,48.0,10.0,4.6,4.0,46.0,5.0,8.0,5.0,"[311175.0, 311599.0, 311599.0, 311125.0, 311125.0, 311249.0, 311249.0, 311233.0, 311233.0, 311494.0, 311494.0, 311138.0, 311138.0, 311360.0, 311574.0, 311574.0, 311280.0, 311280.0]",0.5,2.0,0.20000000000000018
Tawas,311066,2012,11,6.090909090909091,5.0,67.0,11,7.818181818181818,7.0,86.0,4.0,5.0,7.0,"[311595.0, 311045.0, 311045.0, 311054.0, 311045.0, 311045.0, 311589.0, 311451.0, 311451.0, 311054.0, 311589.0, 311589.0, 311045.0, 311045.0, 311451.0, 311451.0]",0.6363636363636364,-19.0,-1.7272727272727275,,,,,,,,,,,,,,6.0,5.833333333333333,5.0,35.0,6.0,6.166666666666667,4.5,37.0,2.0,2.0,4.0,"[311045.0, 311045.0, 311589.0, 311451.0, 311451.0, 311054.0, 311589.0, 311589.0]",0.6666666666666666,-2.0,-0.3333333333333339,5.0,6.4,8.0,32.0,5.0,9.8,8.0,49.0,2.0,3.0,3.0,"[311595.0, 311045.0, 311045.0, 311054.0, 311045.0, 311045.0, 311451.0, 311451.0]",0.6,-17.0,-3.4000000000000004
Taylor Kennedy,311492,2012,4,2.25,2.0,9.0,4,4.25,4.5,17.0,4.0,1.0,0.0,"[311228.0, 311228.0, 311235.0, 311235.0, 311134.0]",0.0,-8.0,-2.0,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[311134.0],,0.0,,4.0,2.25,2.0,9.0,4.0,4.25,4.5,17.0,4.0,0.0,0.0,"[311228.0, 311228.0, 311235.0, 311235.0]",0.0,-8.0,-2.0
Taylor Trillium,311129,2012,2,7.0,7.0,14.0,2,8.0,8.0,16.0,1.0,1.0,1.0,"[377492.0, 311097.0, 311097.0]",0.5,-2.0,-1.0,0.0,,,0.0,0.0,,,0.0,2.0,"[377494.0, 377494.0]",0.0,0.0,,2.0,7.0,7.0,14.0,2.0,8.0,8.0,16.0,1.0,1.0,1.0,"[377492.0, 311097.0, 311097.0]",0.5,-2.0,-1.0,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,"[377494.0, 377494.0]",,0.0,
Taylor Truman,311573,2012,6,4.0,4.0,24.0,6,3.1666666666666665,2.5,19.0,2.0,0.0,4.0,"[311581.0, 311555.0, 311542.0, 311018.0, 311359.0, 311318.0]",0.6666666666666666,5.0,0.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,4.0,24.0,6.0,3.1666666666666665,2.5,19.0,2.0,0.0,4.0,"[311581.0, 311555.0, 311542.0, 311018.0, 311359.0, 311318.0]",0.6666666666666666,5.0,0.8333333333333335
Tecumseh,311206,2012,17,8.176470588235293,9.0,139.0,17,3.8823529411764706,3.0,66.0,4.0,8.0,13.0,"[311335.0, 311335.0, 311474.0, 311474.0, 311527.0, 311527.0, 311231.0, 311231.0, 311235.0, 311235.0, 311061.0, 311061.0, 311077.0, 311077.0, 311077.0, 311464.0, 311464.0, 311216.0, 311434.0, 311434.0, 311095.0, 311095.0, 311060.0, 311118.0, 311118.0]",0.7647058823529411,73.0,4.2941176470588225,,,,,,,,,,,,,,6.0,5.5,3.0,33.0,6.0,1.6666666666666667,1.5,10.0,1.0,6.0,5.0,"[311335.0, 311335.0, 311231.0, 311231.0, 311061.0, 311061.0, 311077.0, 311077.0, 311077.0, 311216.0, 311095.0, 311095.0]",0.8333333333333334,23.0,3.833333333333333,11.0,9.636363636363637,10.0,106.0,11.0,5.090909090909091,5.0,56.0,3.0,2.0,8.0,"[311474.0, 311474.0, 311527.0, 311527.0, 311235.0, 311235.0, 311464.0, 311464.0, 311434.0, 311434.0, 311060.0, 311118.0, 311118.0]",0.7272727272727273,50.0,4.545454545454546
Tekonsha,311173,2012,12,1.3333333333333333,0.5,16.0,12,13.666666666666666,15.5,164.0,12.0,12.0,0.0,"[311382.0, 311437.0, 311437.0, 311546.0, 311546.0, 311053.0, 311053.0, 311263.0, 311365.0, 311365.0, 311299.0, 311299.0, 311382.0, 311437.0, 311437.0, 311546.0, 311546.0, 311053.0, 311053.0, 311263.0, 311365.0, 311365.0, 311299.0, 311299.0]",0.0,-148.0,-12.333333333333332,,,,,,,,,,,,,,4.0,3.5,3.5,14.0,4.0,6.5,6.5,26.0,4.0,6.0,0.0,"[311382.0, 311546.0, 311546.0, 311365.0, 311365.0, 311382.0, 311546.0, 311546.0, 311365.0, 311365.0]",0.0,-12.0,-3.0,8.0,0.25,0.0,2.0,8.0,17.25,17.5,138.0,8.0,6.0,0.0,"[311437.0, 311437.0, 311053.0, 311053.0, 311263.0, 311299.0, 311299.0, 311437.0, 311437.0, 311053.0, 311053.0, 311263.0, 311299.0, 311299.0]",0.0,-136.0,-17.0
Temperance Bedford,311434,2012,17,6.294117647058823,6.0,107.0,17,4.9411764705882355,4.0,84.0,6.0,7.0,11.0,"[311237.0, 311237.0, 311372.0, 311118.0, 311118.0, 311061.0, 311061.0, 311098.0, 311098.0, 311474.0, 311474.0, 311464.0, 311464.0, 311077.0, 311077.0, 311206.0, 311206.0, 311501.0, 311095.0, 311095.0, 311231.0, 311231.0, 311235.0, 311235.0]",0.6470588235294118,23.0,1.3529411764705879,,,,,,,,,,,,,,9.0,5.777777777777778,6.0,52.0,9.0,6.0,5.0,54.0,4.0,3.0,5.0,"[311237.0, 311237.0, 311118.0, 311118.0, 311098.0, 311098.0, 311077.0, 311077.0, 311206.0, 311206.0, 311095.0, 311095.0]",0.5555555555555556,-2.0,-0.22222222222222232,8.0,6.875,8.0,55.0,8.0,3.75,3.0,30.0,2.0,4.0,6.0,"[311372.0, 311061.0, 311061.0, 311474.0, 311474.0, 311464.0, 311464.0, 311501.0, 311231.0, 311231.0, 311235.0, 311235.0]",0.75,25.0,3.125
Three Oaks River Valley,311107,2012,1,3.0,3.0,3.0,1,5.0,5.0,5.0,1.0,2.0,0.0,"[311428.0, 311383.0, nan]",0.0,-2.0,-2.0,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,1.0,2.0,0.0,"[311428.0, 311383.0, nan]",0.0,-2.0,-2.0,,,,,,,,,,,,,,,
Three Rivers,311270,2012,15,4.133333333333334,4.0,62.0,15,4.533333333333333,5.0,68.0,8.0,3.0,7.0,"[311274.0, 311327.0, 311327.0, 311293.0, 311293.0, 311479.0, 311522.0, 311522.0, 311115.0, 311115.0, 311541.0, 311479.0, 311342.0, 311024.0, 311024.0, 311487.0, 311170.0, 311058.0]",0.4666666666666667,-6.0,-0.39999999999999947,,,,,,,,,,,,,,9.0,5.333333333333333,4.0,48.0,9.0,4.777777777777778,5.0,43.0,3.0,2.0,6.0,"[311327.0, 311327.0, 311293.0, 311479.0, 311522.0, 311541.0, 311479.0, 311024.0, 311024.0, 311170.0, 311058.0]",0.6666666666666666,5.0,0.5555555555555554,6.0,2.3333333333333335,3.0,14.0,6.0,4.166666666666667,4.5,25.0,5.0,1.0,1.0,"[311274.0, 311293.0, 311522.0, 311115.0, 311115.0, 311342.0, 311487.0]",0.16666666666666666,-11.0,-1.8333333333333335
Traverse City Central,311280,2012,6,2.0,2.0,12.0,6,3.3333333333333335,0.5,20.0,2.0,5.0,4.0,"[311073.0, 311442.0, 311442.0, 311423.0, 311423.0, 311595.0, 311196.0, 311181.0, 311181.0, 311328.0, 311328.0]",0.6666666666666666,-8.0,-1.3333333333333335,,,,,,,,,,,,,,5.0,2.0,2.0,10.0,5.0,3.8,0.0,19.0,2.0,3.0,3.0,"[311073.0, 311423.0, 311423.0, 311196.0, 311181.0, 311181.0, 311328.0, 311328.0]",0.6,-9.0,-1.7999999999999998,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,"[311442.0, 311442.0, 311595.0]",1.0,1.0,1.0
Traverse City St Francis,311011,2012,6,6.166666666666667,5.0,37.0,6,1.8333333333333333,1.5,11.0,1.0,4.0,5.0,"[311565.0, 311373.0, 311373.0, 311073.0, 311073.0, 311073.0, 311496.0, 311496.0, 311389.0, 311389.0]",0.8333333333333334,26.0,4.333333333333334,,,,,,,,,,,,,,4.0,8.0,9.0,32.0,4.0,2.0,1.5,8.0,1.0,2.0,3.0,"[311373.0, 311373.0, 311073.0, 311073.0, 311496.0, 311496.0]",0.75,24.0,6.0,2.0,2.5,2.5,5.0,2.0,1.5,1.5,3.0,0.0,2.0,2.0,"[311565.0, 311073.0, 311389.0, 311389.0]",1.0,2.0,1.0
Traverse City West,311623,2012,6,5.166666666666667,6.0,31.0,6,3.8333333333333335,3.5,23.0,3.0,6.0,3.0,"[311225.0, 311225.0, 311103.0, 311250.0, 311181.0, 311181.0, 311048.0, 311454.0, 311196.0, 311578.0, 311595.0, 311057.0]",0.5,8.0,1.3333333333333335,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,3.0,0.0,"[311103.0, 311578.0, 311595.0, 311057.0]",0.0,-3.0,-3.0,5.0,5.8,6.0,29.0,5.0,3.6,2.0,18.0,2.0,3.0,3.0,"[311225.0, 311225.0, 311250.0, 311181.0, 311181.0, 311048.0, 311454.0, 311196.0]",0.6,11.0,2.1999999999999997
Trenton,311059,2012,3,4.0,3.0,12.0,3,1.6666666666666667,2.0,5.0,0.0,2.0,3.0,"[311111.0, 311441.0, 311410.0, 311359.0, 311030.0]",1.0,7.0,2.333333333333333,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[311410.0],1.0,2.0,2.0,2.0,5.0,5.0,10.0,2.0,2.5,2.5,5.0,0.0,2.0,2.0,"[311111.0, 311441.0, 311359.0, 311030.0]",1.0,5.0,2.5
Troy,311070,2012,24,5.208333333333333,5.0,125.0,24,5.083333333333333,4.0,122.0,11.0,5.0,13.0,"[311323.0, 311323.0, 311152.0, 311072.0, 311159.0, 311089.0, 311490.0, 311490.0, 311139.0, 311495.0, 311023.0, 311468.0, 311468.0, 311009.0, 311072.0, 311089.0, 311089.0, 311072.0, 311485.0, 311139.0, 311139.0, 311081.0, 311495.0, 311495.0, 311041.0, 311009.0, 311009.0, 311009.0, 311049.0]",0.5416666666666666,3.0,0.125,,,,,,,,,,,,,,13.0,5.6923076923076925,5.0,74.0,13.0,5.3076923076923075,4.0,69.0,5.0,2.0,8.0,"[311323.0, 311323.0, 311089.0, 311490.0, 311490.0, 311495.0, 311468.0, 311468.0, 311485.0, 311139.0, 311139.0, 311081.0, 311009.0, 311009.0, 311009.0]",0.6153846153846154,5.0,0.384615384615385,11.0,4.636363636363637,3.0,51.0,11.0,4.818181818181818,4.0,53.0,6.0,3.0,5.0,"[311152.0, 311072.0, 311159.0, 311139.0, 311023.0, 311009.0, 311072.0, 311089.0, 311089.0, 311072.0, 311495.0, 311495.0, 311041.0, 311049.0]",0.45454545454545453,-2.0,-0.18181818181818166
Troy Athens,311089,2012,25,4.28,3.0,107.0,25,7.12,7.0,178.0,19.0,2.0,6.0,"[311540.0, 311540.0, 311139.0, 311539.0, 311346.0, 311070.0, 311495.0, 311507.0, 311072.0, 311009.0, 311139.0, 311139.0, 311476.0, 311070.0, 311070.0, 311103.0, 311404.0, 311495.0, 311495.0, 311309.0, 311009.0, 311009.0, 311186.0, 311072.0, 311072.0, 311339.0, 311339.0]",0.24,-71.0,-2.84,,,,,,,,,,,,,,12.0,3.9166666666666665,4.0,47.0,12.0,6.416666666666667,5.5,77.0,9.0,0.0,3.0,"[311540.0, 311540.0, 311139.0, 311346.0, 311009.0, 311070.0, 311070.0, 311495.0, 311495.0, 311309.0, 311072.0, 311072.0]",0.25,-30.0,-2.5000000000000004,13.0,4.615384615384615,3.0,60.0,13.0,7.769230769230769,8.0,101.0,10.0,2.0,3.0,"[311539.0, 311070.0, 311495.0, 311507.0, 311072.0, 311139.0, 311139.0, 311476.0, 311103.0, 311404.0, 311009.0, 311009.0, 311186.0, 311339.0, 311339.0]",0.23076923076923078,-41.0,-3.153846153846154
Ubly,311039,2012,7,5.857142857142857,4.0,41.0,7,7.714285714285714,6.0,54.0,4.0,9.0,3.0,"[311202.0, 311202.0, 311301.0, 311301.0, 311330.0, 311330.0, 311008.0, 311212.0, 311212.0, 311279.0, 311279.0, 311185.0, 311036.0, 311036.0, 311462.0, 311462.0]",0.42857142857142855,-13.0,-1.8571428571428577,,,,,,,,,,,,,,4.0,8.5,9.0,34.0,4.0,4.5,4.0,18.0,1.0,4.0,3.0,"[311202.0, 311202.0, 311301.0, 311301.0, 311212.0, 311212.0, 311036.0, 311036.0]",0.75,16.0,4.0,3.0,2.3333333333333335,3.0,7.0,3.0,12.0,8.0,36.0,3.0,5.0,0.0,"[311330.0, 311330.0, 311008.0, 311279.0, 311279.0, 311185.0, 311462.0, 311462.0]",0.0,-29.0,-9.666666666666666
Union City,311375,2012,17,4.705882352941177,5.0,80.0,17,3.6470588235294117,3.0,62.0,7.0,10.0,9.0,"[311415.0, 311415.0, 311546.0, 311546.0, 311560.0, 311560.0, 311063.0, 311560.0, 311560.0, 311031.0, 311031.0, 311532.0, 311215.0, 311215.0, 311075.0, 311053.0, 311053.0, 311523.0, 311523.0, 311532.0, 311532.0, 311456.0, 311456.0, 311282.0, 311282.0, 311422.0]",0.5294117647058824,18.0,1.058823529411765,,,,,,,,,,,,,,9.0,7.222222222222222,5.0,65.0,9.0,3.7777777777777777,3.0,34.0,2.0,3.0,7.0,"[311546.0, 311546.0, 311063.0, 311215.0, 311215.0, 311523.0, 311523.0, 311532.0, 311532.0, 311282.0, 311282.0, 311422.0]",0.7777777777777778,31.0,3.4444444444444446,8.0,1.875,0.0,15.0,8.0,3.5,3.0,28.0,5.0,7.0,2.0,"[311415.0, 311415.0, 311560.0, 311560.0, 311560.0, 311560.0, 311031.0, 311031.0, 311532.0, 311075.0, 311053.0, 311053.0, 311456.0, 311456.0]",0.25,-13.0,-1.625
Unionville-Sebewaing,311279,2012,22,7.7272727272727275,8.0,170.0,22,2.8181818181818183,2.0,62.0,4.0,5.0,18.0,"[311188.0, 311188.0, 311224.0, 311224.0, 311509.0, 311509.0, 311224.0, 311538.0, 311538.0, 311008.0, 311039.0, 311039.0, 311330.0, 311330.0, 311462.0, 311462.0, 311203.0, 311203.0, 311202.0, 311202.0, 311347.0, 311036.0, 311036.0, 311008.0, 311432.0, 311455.0, 311545.0]",0.8181818181818182,108.0,4.909090909090909,,,,,,,,,,,,,,12.0,9.416666666666666,8.0,113.0,12.0,2.75,2.0,33.0,1.0,2.0,11.0,"[311224.0, 311224.0, 311509.0, 311509.0, 311224.0, 311538.0, 311538.0, 311039.0, 311039.0, 311203.0, 311202.0, 311202.0, 311008.0, 311455.0]",0.9166666666666666,80.0,6.666666666666666,10.0,5.7,6.5,57.0,10.0,2.9,2.0,29.0,3.0,3.0,7.0,"[311188.0, 311188.0, 311008.0, 311330.0, 311330.0, 311462.0, 311462.0, 311203.0, 311347.0, 311036.0, 311036.0, 311432.0, 311545.0]",0.7,28.0,2.8000000000000003
Utica,311539,2012,25,5.6,5.0,140.0,25,6.8,6.0,170.0,17.0,6.0,8.0,"[311152.0, 311186.0, 311468.0, 311426.0, 311426.0, 311020.0, 311089.0, 311393.0, 311498.0, 311498.0, 311191.0, 311158.0, 311325.0, 311200.0, 311467.0, 311152.0, 311176.0, 311191.0, 311508.0, 311158.0, 311325.0, 311468.0, 311468.0, 311200.0, 311176.0, 311056.0, 311276.0, 311276.0, 311619.0, 311467.0, 311081.0]",0.32,-30.0,-1.2000000000000002,,,,,,,,,,,,,,13.0,4.846153846153846,3.0,63.0,13.0,5.076923076923077,4.0,66.0,8.0,0.0,5.0,"[311152.0, 311089.0, 311158.0, 311325.0, 311467.0, 311191.0, 311508.0, 311200.0, 311176.0, 311056.0, 311619.0, 311467.0, 311081.0]",0.38461538461538464,-3.0,-0.23076923076923084,12.0,6.416666666666667,5.0,77.0,12.0,8.666666666666666,7.5,104.0,9.0,6.0,3.0,"[311186.0, 311468.0, 311426.0, 311426.0, 311020.0, 311393.0, 311498.0, 311498.0, 311191.0, 311200.0, 311152.0, 311176.0, 311158.0, 311325.0, 311468.0, 311468.0, 311276.0, 311276.0]",0.25,-27.0,-2.249999999999999
Utica Eisenhower,311186,2012,24,4.75,4.0,114.0,24,5.0,4.0,120.0,16.0,5.0,8.0,"[311372.0, 311228.0, 311426.0, 311539.0, 311158.0, 311309.0, 311164.0, 311164.0, 311467.0, 311081.0, 311133.0, 311567.0, 311152.0, 311485.0, 311485.0, 311619.0, 311081.0, 311200.0, 311133.0, 311567.0, 311094.0, 311152.0, 311619.0, 311089.0, 311106.0, 311426.0, 311015.0, 311015.0, 311325.0]",0.3333333333333333,-6.0,-0.25,,,,,,,,,,,,,,13.0,4.846153846153846,4.0,63.0,13.0,4.846153846153846,4.0,63.0,8.0,2.0,5.0,"[311372.0, 311228.0, 311539.0, 311164.0, 311164.0, 311081.0, 311152.0, 311485.0, 311485.0, 311619.0, 311133.0, 311567.0, 311089.0, 311106.0, 311426.0]",0.38461538461538464,0.0,0.0,11.0,4.636363636363637,5.0,51.0,11.0,5.181818181818182,5.0,57.0,8.0,3.0,3.0,"[311426.0, 311158.0, 311309.0, 311467.0, 311133.0, 311567.0, 311081.0, 311200.0, 311094.0, 311152.0, 311619.0, 311015.0, 311015.0, 311325.0]",0.2727272727272727,-6.0,-0.545454545454545
Utica Ford,311467,2012,20,4.8,3.5,96.0,20,5.55,3.5,111.0,10.0,5.0,10.0,"[311158.0, 311015.0, 311015.0, 311094.0, 311164.0, 311037.0, 311164.0, 311186.0, 311194.0, 311508.0, 311083.0, 311309.0, 311094.0, 311539.0, 311426.0, 311194.0, 311508.0, 311309.0, 311139.0, 311094.0, 311426.0, 311616.0, 311490.0, 311490.0, 311539.0]",0.5,-15.0,-0.75,,,,,,,,,,,,,,11.0,5.636363636363637,7.0,62.0,11.0,4.7272727272727275,3.0,52.0,4.0,0.0,7.0,"[311164.0, 311037.0, 311186.0, 311194.0, 311309.0, 311094.0, 311426.0, 311508.0, 311094.0, 311490.0, 311490.0]",0.6363636363636364,10.0,0.9090909090909092,9.0,3.7777777777777777,3.0,34.0,9.0,6.555555555555555,5.0,59.0,6.0,5.0,3.0,"[311158.0, 311015.0, 311015.0, 311094.0, 311164.0, 311508.0, 311083.0, 311539.0, 311194.0, 311309.0, 311139.0, 311426.0, 311616.0, 311539.0]",0.3333333333333333,-25.0,-2.7777777777777777
Vandercook Lake,311142,2012,17,4.176470588235294,3.0,71.0,17,6.0588235294117645,4.0,103.0,12.0,9.0,5.0,"[311031.0, 311031.0, 311348.0, 311348.0, 311571.0, 311523.0, 311023.0, 311534.0, 311534.0, 311484.0, 311484.0, 311282.0, 311282.0, 311503.0, 311503.0, 311187.0, 311187.0, 311149.0, 311300.0, 311300.0, 311241.0, 311241.0, 311149.0, 311031.0, 311149.0, 311215.0]",0.29411764705882354,-32.0,-1.8823529411764701,,,,,,,,,,,,,,8.0,5.5,4.5,44.0,8.0,6.0,5.5,48.0,6.0,3.0,2.0,"[311031.0, 311031.0, 311523.0, 311534.0, 311534.0, 311503.0, 311503.0, 311149.0, 311241.0, 311241.0, 311149.0]",0.25,-4.0,-0.5,9.0,3.0,2.0,27.0,9.0,6.111111111111111,4.0,55.0,6.0,6.0,3.0,"[311348.0, 311348.0, 311571.0, 311023.0, 311484.0, 311484.0, 311282.0, 311282.0, 311187.0, 311187.0, 311300.0, 311300.0, 311031.0, 311149.0, 311215.0]",0.3333333333333333,-28.0,-3.1111111111111107
